EHASTRA_EH_NUMMER,Heftjahr,Heftnummer,Period,Bezug_MBR,Verkauf_MBR,Remission_MBR,Bezug,Verkauf,Remission,Klasse,SBC,XYZ,Laenge,Zensierungsquote,Zensierungsgrad,Zensiert,Entgangener Verkauf,Steigung
EHA0100976,2023,5,2023-005,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 1-2,S,Y,18,0.25,0.2,0,0.0,0.0085
EHA0100976,2023,6,2023-006,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,18,0.25,0.2,0,0.0,0.0085
EHA0100976,2023,7,2023-007,6.0,4.0,2.0,3.0,3.0,0.0,Klasse 1-2,S,Y,18,0.25,0.2,1,1.0,0.0085
EHA0100976,2023,8,2023-008,4.0,2.0,2.0,4.0,2.0,2.0,Klasse 1-2,S,Y,18,0.25,0.2,0,0.0,0.0085
EHA0100976,2024,1,2024-001,6.0,1.0,5.0,6.0,1.0,5.0,Klasse 1-2,S,Y,18,0.25,0.2,0,0.0,0.0085
EHA0100976,2024,2,2024-002,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,18,0.25,0.2,0,0.0,0.0085
EHA0100976,2024,3,2024-003,5.0,2.0,3.0,2.0,2.0,0.0,Klasse 1-2,S,Y,18,0.25,0.2,1,0.0,0.0085
EHA0100976,2024,4,2024-004,5.0,1.0,4.0,5.0,1.0,4.0,Klasse 1-2,S,Y,18,0.25,0.2,0,0.0,0.0085
EHA0100976,2024,5,2024-005,5.0,0.0,5.0,5.0,0.0,5.0,Klasse 1-2,S,Y,18,0.25,0.2,0,0.0,0.0085
EHA0133137,2022,4,2022-004,9.0,2.0,7.0,2.0,2.0,0.0,Klasse 2-3,S,Y,18,0.2415,0.2,1,0.0,0.0085
EHA0133137,2022,5,2022-005,9.0,8.0,1.0,9.0,8.0,1.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0133137,2022,6,2022-006,8.0,2.0,6.0,2.0,2.0,0.0,Klasse 2-3,S,Y,18,0.2415,0.2,1,0.0,0.0085
EHA0133137,2022,7,2022-007,10.0,3.0,7.0,10.0,3.0,7.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0133137,2022,8,2022-008,8.0,1.0,7.0,8.0,1.0,7.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0133137,2023,1,2023-001,5.0,2.0,3.0,5.0,2.0,3.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0133137,2023,2,2023-002,4.0,4.0,0.0,5.0,4.0,1.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0133137,2023,3,2023-003,1.0,1.0,0.0,2.0,1.0,1.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0133137,2023,4,2023-004,7.0,2.0,5.0,2.0,2.0,0.0,Klasse 2-3,S,Y,18,0.2415,0.2,1,0.0,0.0085
EHA0133137,2023,5,2023-005,5.0,1.0,4.0,5.0,1.0,4.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0133137,2023,6,2023-006,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0133137,2023,7,2023-007,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0133137,2023,8,2023-008,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0133137,2024,1,2024-001,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0133137,2024,2,2024-002,3.0,2.0,1.0,3.0,2.0,1.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0133137,2024,3,2024-003,5.0,4.0,1.0,3.0,3.0,0.0,Klasse 2-3,S,Y,18,0.2415,0.2,1,1.0,0.0085
EHA0133137,2024,4,2024-004,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0133137,2024,5,2024-005,5.0,2.0,3.0,5.0,2.0,3.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0140804,2022,4,2022-004,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 0-1,I,Z,5,0.216,0.2,0,0.0,0.0085
EHA0140804,2022,5,2022-005,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,I,Z,5,0.216,0.2,0,0.0,0.0085
EHA0140804,2022,6,2022-006,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,I,Z,5,0.216,0.2,0,0.0,0.0085
EHA0140804,2022,7,2022-007,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,I,Z,5,0.216,0.2,0,0.0,0.0085
EHA0140804,2022,8,2022-008,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,I,Z,5,0.216,0.2,0,0.0,0.0085
EHA0140804,2023,1,2023-001,,,,,,,Klasse 0-1,I,Z,5,0.216,0.2,0,,0.0085
EHA0140804,2023,2,2023-002,,,,,,,Klasse 0-1,I,Z,5,0.216,0.2,0,,0.0085
EHA0140804,2023,3,2023-003,,,,,,,Klasse 0-1,I,Z,5,0.216,0.2,0,,0.0085
EHA0140804,2023,4,2023-004,,,,,,,Klasse 0-1,I,Z,5,0.216,0.2,0,,0.0085
EHA0140804,2023,5,2023-005,,,,,,,Klasse 0-1,I,Z,5,0.216,0.2,0,,0.0085
EHA0140804,2023,6,2023-006,,,,,,,Klasse 0-1,I,Z,5,0.216,0.2,0,,0.0085
EHA0140804,2023,7,2023-007,,,,,,,Klasse 0-1,I,Z,5,0.216,0.2,0,,0.0085
EHA0140804,2023,8,2023-008,,,,,,,Klasse 0-1,I,Z,5,0.216,0.2,0,,0.0085
EHA0140804,2024,1,2024-001,,,,,,,Klasse 0-1,I,Z,5,0.216,0.2,0,,0.0085
EHA0140804,2024,2,2024-002,,,,,,,Klasse 0-1,I,Z,5,0.216,0.2,0,,0.0085
EHA0140804,2024,3,2024-003,,,,,,,Klasse 0-1,I,Z,5,0.216,0.2,0,,0.0085
EHA0140804,2024,4,2024-004,,,,,,,Klasse 0-1,I,Z,5,0.216,0.2,0,,0.0085
EHA0140804,2024,5,2024-005,,,,,,,Klasse 0-1,I,Z,5,0.216,0.2,0,,0.0085
EHA0154905,2022,4,2022-004,8.0,2.0,6.0,8.0,2.0,6.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,0,0.0,0.0085
EHA0154905,2022,5,2022-005,8.0,7.0,1.0,7.0,7.0,0.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,1,0.0,0.0085
EHA0154905,2022,6,2022-006,8.0,7.0,1.0,8.0,7.0,1.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,0,0.0,0.0085
EHA0154905,2022,7,2022-007,9.0,4.0,5.0,4.0,4.0,0.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,1,0.0,0.0085
EHA0154905,2022,8,2022-008,10.0,2.0,8.0,10.0,2.0,8.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,0,0.0,0.0085
EHA0154905,2023,1,2023-001,10.0,4.0,6.0,10.0,4.0,6.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,0,0.0,0.0085
EHA0154905,2023,2,2023-002,10.0,2.0,8.0,2.0,2.0,0.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,1,0.0,0.0085
EHA0154905,2023,3,2023-003,7.0,2.0,5.0,7.0,2.0,5.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,0,0.0,0.0085
EHA0154905,2023,4,2023-004,6.0,0.0,6.0,6.0,0.0,6.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,0,0.0,0.0085
EHA0154905,2023,5,2023-005,4.0,2.0,2.0,4.0,2.0,2.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,0,0.0,0.0085
EHA0154905,2023,6,2023-006,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,0,0.0,0.0085
EHA0154905,2023,7,2023-007,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,0,0.0,0.0085
EHA0154905,2023,8,2023-008,6.0,1.0,5.0,6.0,1.0,5.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,0,0.0,0.0085
EHA0154905,2024,1,2024-001,7.0,2.0,5.0,7.0,2.0,5.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,0,0.0,0.0085
EHA0154905,2024,2,2024-002,4.0,3.0,1.0,4.0,3.0,1.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,0,0.0,0.0085
EHA0154905,2024,3,2024-003,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,0,0.0,0.0085
EHA0154905,2024,4,2024-004,4.0,3.0,1.0,2.0,2.0,0.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,1,1.0,0.0085
EHA0154905,2024,5,2024-005,6.0,5.0,1.0,6.0,5.0,1.0,Klasse 3-4,S,Y,18,0.23299999999999998,0.2,0,0.0,0.0085
EHA0200159,2022,4,2022-004,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2022,5,2022-005,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2022,6,2022-006,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2022,7,2022-007,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2022,8,2022-008,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2023,1,2023-001,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2023,2,2023-002,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2023,3,2023-003,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2023,4,2023-004,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2023,5,2023-005,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2023,6,2023-006,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2023,7,2023-007,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2023,8,2023-008,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2024,1,2024-001,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2024,2,2024-002,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2024,3,2024-003,,,,,,,Klasse 0-1,S,Y,2,0.216,0.2,0,,0.0085
EHA0200159,2024,4,2024-004,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 0-1,S,Y,2,0.216,0.2,0,0.0,0.0085
EHA0200159,2024,5,2024-005,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,S,Y,2,0.216,0.2,0,0.0,0.0085
EHA0372267,2022,4,2022-004,,,,,,,Klasse 0-1,S,Y,6,0.216,0.2,0,,0.0085
EHA0372267,2022,5,2022-005,,,,,,,Klasse 0-1,S,Y,6,0.216,0.2,0,,0.0085
EHA0372267,2022,6,2022-006,,,,,,,Klasse 0-1,S,Y,6,0.216,0.2,0,,0.0085
EHA0372267,2022,7,2022-007,,,,,,,Klasse 0-1,S,Y,6,0.216,0.2,0,,0.0085
EHA0372267,2022,8,2022-008,,,,,,,Klasse 0-1,S,Y,6,0.216,0.2,0,,0.0085
EHA0372267,2023,1,2023-001,,,,,,,Klasse 0-1,S,Y,6,0.216,0.2,0,,0.0085
EHA0372267,2023,2,2023-002,,,,,,,Klasse 0-1,S,Y,6,0.216,0.2,0,,0.0085
EHA0372267,2023,3,2023-003,,,,,,,Klasse 0-1,S,Y,6,0.216,0.2,0,,0.0085
EHA0372267,2023,4,2023-004,,,,,,,Klasse 0-1,S,Y,6,0.216,0.2,0,,0.0085
EHA0372267,2023,5,2023-005,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 0-1,S,Y,6,0.216,0.2,0,0.0,0.0085
EHA0372267,2023,6,2023-006,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,S,Y,6,0.216,0.2,0,0.0,0.0085
EHA0372267,2023,7,2023-007,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 0-1,S,Y,6,0.216,0.2,0,0.0,0.0085
EHA0372267,2023,8,2023-008,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 0-1,S,Y,6,0.216,0.2,0,0.0,0.0085
EHA0372267,2024,1,2024-001,4.0,0.0,4.0,4.0,0.0,4.0,Klasse 0-1,S,Y,6,0.216,0.2,0,0.0,0.0085
EHA0372267,2024,2,2024-002,4.0,0.0,4.0,4.0,0.0,4.0,Klasse 0-1,S,Y,6,0.216,0.2,0,0.0,0.0085
EHA0372267,2024,3,2024-003,,,,,,,Klasse 0-1,S,Y,6,0.216,0.2,0,,0.0085
EHA0372267,2024,4,2024-004,,,,,,,Klasse 0-1,S,Y,6,0.216,0.2,0,,0.0085
EHA0372267,2024,5,2024-005,,,,,,,Klasse 0-1,S,Y,6,0.216,0.2,0,,0.0085
EHA0561956,2022,4,2022-004,,,,,,,Klasse 1-2,S,Y,9,0.25,0.2,0,,0.0085
EHA0561956,2022,5,2022-005,,,,,,,Klasse 1-2,S,Y,9,0.25,0.2,0,,0.0085
EHA0561956,2022,6,2022-006,,,,,,,Klasse 1-2,S,Y,9,0.25,0.2,0,,0.0085
EHA0561956,2022,7,2022-007,,,,,,,Klasse 1-2,S,Y,9,0.25,0.2,0,,0.0085
EHA0561956,2022,8,2022-008,,,,,,,Klasse 1-2,S,Y,9,0.25,0.2,0,,0.0085
EHA0561956,2023,1,2023-001,,,,,,,Klasse 1-2,S,Y,9,0.25,0.2,0,,0.0085
EHA0561956,2023,2,2023-002,,,,,,,Klasse 1-2,S,Y,9,0.25,0.2,0,,0.0085
EHA0561956,2023,3,2023-003,,,,,,,Klasse 1-2,S,Y,9,0.25,0.2,0,,0.0085
EHA0561956,2023,4,2023-004,,,,,,,Klasse 1-2,S,Y,9,0.25,0.2,0,,0.0085
EHA0561956,2023,5,2023-005,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 1-2,S,Y,9,0.25,0.2,0,0.0,0.0085
EHA0561956,2023,6,2023-006,4.0,0.0,4.0,4.0,0.0,4.0,Klasse 1-2,S,Y,9,0.25,0.2,0,0.0,0.0085
EHA0561956,2023,7,2023-007,4.0,3.0,1.0,3.0,3.0,0.0,Klasse 1-2,S,Y,9,0.25,0.2,1,0.0,0.0085
EHA0561956,2023,8,2023-008,4.0,0.0,4.0,4.0,0.0,4.0,Klasse 1-2,S,Y,9,0.25,0.2,0,0.0,0.0085
EHA0561956,2024,1,2024-001,6.0,1.0,5.0,6.0,1.0,5.0,Klasse 1-2,S,Y,9,0.25,0.2,0,0.0,0.0085
EHA0561956,2024,2,2024-002,4.0,2.0,2.0,2.0,2.0,0.0,Klasse 1-2,S,Y,9,0.25,0.2,1,0.0,0.0085
EHA0561956,2024,3,2024-003,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,9,0.25,0.2,0,0.0,0.0085
EHA0561956,2024,4,2024-004,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 1-2,S,Y,9,0.25,0.2,0,0.0,0.0085
EHA0561956,2024,5,2024-005,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,9,0.25,0.2,0,0.0,0.0085
EHA0680505,2022,4,2022-004,3.0,2.0,1.0,3.0,2.0,1.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0680505,2022,5,2022-005,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0680505,2022,6,2022-006,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0680505,2022,7,2022-007,4.0,3.0,1.0,4.0,3.0,1.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0680505,2022,8,2022-008,4.0,3.0,1.0,3.0,3.0,0.0,Klasse 2-3,S,Y,18,0.2415,0.2,1,0.0,0.0085
EHA0680505,2023,1,2023-001,7.0,7.0,0.0,8.0,7.0,1.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0680505,2023,2,2023-002,6.0,1.0,5.0,6.0,1.0,5.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0680505,2023,3,2023-003,8.0,1.0,7.0,8.0,1.0,7.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0680505,2023,4,2023-004,8.0,3.0,5.0,3.0,3.0,0.0,Klasse 2-3,S,Y,18,0.2415,0.2,1,0.0,0.0085
EHA0680505,2023,5,2023-005,4.0,2.0,2.0,2.0,2.0,0.0,Klasse 2-3,S,Y,18,0.2415,0.2,1,0.0,0.0085
EHA0680505,2023,6,2023-006,5.0,3.0,2.0,5.0,3.0,2.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0680505,2023,7,2023-007,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0680505,2023,8,2023-008,4.0,2.0,2.0,4.0,2.0,2.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0680505,2024,1,2024-001,4.0,3.0,1.0,4.0,3.0,1.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0680505,2024,2,2024-002,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0680505,2024,3,2024-003,4.0,0.0,4.0,4.0,0.0,4.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0680505,2024,4,2024-004,4.0,3.0,1.0,2.0,2.0,0.0,Klasse 2-3,S,Y,18,0.2415,0.2,1,1.0,0.0085
EHA0680505,2024,5,2024-005,3.0,2.0,1.0,3.0,2.0,1.0,Klasse 2-3,S,Y,18,0.2415,0.2,0,0.0,0.0085
EHA0720314,2022,4,2022-004,25.0,11.0,14.0,25.0,11.0,14.0,Klasse 8-9,S,X,18,0.1905,0.2,0,0.0,0.0085
EHA0720314,2022,5,2022-005,25.0,18.0,7.0,25.0,18.0,7.0,Klasse 8-9,S,X,18,0.1905,0.2,0,0.0,0.0085
EHA0720314,2022,6,2022-006,24.0,10.0,14.0,24.0,10.0,14.0,Klasse 8-9,S,X,18,0.1905,0.2,0,0.0,0.0085
EHA0720314,2022,7,2022-007,23.0,7.0,16.0,23.0,7.0,16.0,Klasse 8-9,S,X,18,0.1905,0.2,0,0.0,0.0085
EHA0720314,2022,8,2022-008,20.0,6.0,14.0,20.0,6.0,14.0,Klasse 8-9,S,X,18,0.1905,0.2,0,0.0,0.0085
EHA0720314,2023,1,2023-001,10.0,6.0,4.0,10.0,6.0,4.0,Klasse 8-9,S,X,18,0.1905,0.2,0,0.0,0.0085
EHA0720314,2023,2,2023-002,15.0,6.0,9.0,6.0,6.0,0.0,Klasse 8-9,S,X,18,0.1905,0.2,1,0.0,0.0085
EHA0720314,2023,3,2023-003,7.0,7.0,0.0,8.0,7.0,1.0,Klasse 8-9,S,X,18,0.1905,0.2,0,0.0,0.0085
EHA0720314,2023,4,2023-004,7.0,7.0,0.0,8.0,7.0,1.0,Klasse 8-9,S,X,18,0.1905,0.2,0,0.0,0.0085
EHA0720314,2023,5,2023-005,10.0,10.0,0.0,11.0,10.0,1.0,Klasse 8-9,S,X,18,0.1905,0.2,0,0.0,0.0085
EHA0720314,2023,6,2023-006,9.0,7.0,2.0,9.0,7.0,2.0,Klasse 8-9,S,X,18,0.1905,0.2,0,0.0,0.0085
EHA0720314,2023,7,2023-007,11.0,8.0,3.0,11.0,8.0,3.0,Klasse 8-9,S,X,18,0.1905,0.2,0,0.0,0.0085
EHA0720314,2023,8,2023-008,11.0,7.0,4.0,11.0,7.0,4.0,Klasse 8-9,S,X,18,0.1905,0.2,0,0.0,0.0085
EHA0720314,2024,1,2024-001,10.0,9.0,1.0,8.0,8.0,0.0,Klasse 8-9,S,X,18,0.1905,0.2,1,1.0,0.0085
EHA0720314,2024,2,2024-002,7.0,7.0,0.0,8.0,7.0,1.0,Klasse 8-9,S,X,18,0.1905,0.2,0,0.0,0.0085
EHA0720314,2024,3,2024-003,5.0,5.0,0.0,6.0,5.0,1.0,Klasse 8-9,S,X,18,0.1905,0.2,0,0.0,0.0085
EHA0720314,2024,4,2024-004,10.0,9.0,1.0,8.0,8.0,0.0,Klasse 8-9,S,X,18,0.1905,0.2,1,1.0,0.0085
EHA0720314,2024,5,2024-005,9.0,9.0,0.0,10.0,9.0,1.0,Klasse 8-9,S,X,18,0.1905,0.2,0,0.0,0.0085
EHA0916947,2022,4,2022-004,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,I,X,2,0.216,0.2,0,0.0,0.0085
EHA0916947,2022,5,2022-005,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,I,X,2,0.216,0.2,0,0.0,0.0085
EHA0916947,2022,6,2022-006,,,,,,,Klasse 0-1,I,X,2,0.216,0.2,0,,0.0085
EHA0916947,2022,7,2022-007,,,,,,,Klasse 0-1,I,X,2,0.216,0.2,0,,0.0085
EHA0916947,2022,8,2022-008,,,,,,,Klasse 0-1,I,X,2,0.216,0.2,0,,0.0085
EHA0916947,2023,1,2023-001,,,,,,,Klasse 0-1,I,X,2,0.216,0.2,0,,0.0085
EHA0916947,2023,2,2023-002,,,,,,,Klasse 0-1,I,X,2,0.216,0.2,0,,0.0085
EHA0916947,2023,3,2023-003,,,,,,,Klasse 0-1,I,X,2,0.216,0.2,0,,0.0085
EHA0916947,2023,4,2023-004,,,,,,,Klasse 0-1,I,X,2,0.216,0.2,0,,0.0085
EHA0916947,2023,5,2023-005,,,,,,,Klasse 0-1,I,X,2,0.216,0.2,0,,0.0085
EHA0916947,2023,6,2023-006,,,,,,,Klasse 0-1,I,X,2,0.216,0.2,0,,0.0085
EHA0916947,2023,7,2023-007,,,,,,,Klasse 0-1,I,X,2,0.216,0.2,0,,0.0085
EHA0916947,2023,8,2023-008,,,,,,,Klasse 0-1,I,X,2,0.216,0.2,0,,0.0085
EHA0916947,2024,1,2024-001,,,,,,,Klasse 0-1,I,X,2,0.216,0.2,0,,0.0085
EHA0916947,2024,2,2024-002,,,,,,,Klasse 0-1,I,X,2,0.216,0.2,0,,0.0085
EHA0916947,2024,3,2024-003,,,,,,,Klasse 0-1,I,X,2,0.216,0.2,0,,0.0085
EHA0916947,2024,4,2024-004,,,,,,,Klasse 0-1,I,X,2,0.216,0.2,0,,0.0085
